Course Code,Professor,Quarter,Enrolled Count,Course Rec %,Prof Rec %,Hours/Week,Grade
,"Albizati, Kim F.",SP14,409,90.1%,99.5%,6.17,C+ (2.57)
,"Ghosh, Gourisankar",SP14,260,80.8%,22.5%,6.52,B- (2.76)
,"Ghosh, Gourisankar",SP13,242,83.7%,58.1%,4.62,B- (2.77)
,"Bertram, Timothy",SP13,249,97.1%,96.2%,6.50,C+ (2.66)
,"Johnson, Christina A               ",S212,96,96.0%,92.0%,9.86,B- (2.81)
,"Johnson, Christina A               ",FA11,127,98.1%,96.2%,8.65,B- (2.94)
,"Johnson, Christina A               ",FA11,239,92.7%,96.3%,7.77,B- (2.94)
,"Johnson, Christina A               ",S211,105,78.1%,84.4%,11.06,B- (2.88)
,"Johnson, Christina A               ",SP11,352,87.6%,95.5%,7.64,B- (2.98)
,"Johnson, Christina A               ",SU10,128,97.8%,100.0%,9.18,N/A
,"Johnson, Christina A               ",SP10,349,87.0%,98.9%,7.96,B- (2.95)
,"Johnson, Christina A               ",FA09,293,85.4%,98.1%,6.19,B- (2.77)
,"Johnson, Christina A               ",SU09,117,92.9%,95.2%,8.11,N/A
,"Johnson, Christina A               ",SP09,346,86.7%,98.8%,6.47,B- (2.85)
,"Johnson, Christina A               ",FA08,340,90.9%,98.6%,5.66,B- (2.86)
,"Johnson, Christina A               ",SU08,92,85.5%,94.7%,7.10,N/A
,"Hoeger, Carl                       ",S112,90,83.3%,87.5%,10.67,B- (2.89)
,"Hoeger, Carl                       ",SP12,299,88.3%,87.5%,7.61,B- (2.95)
,"Hoeger, Carl                       ",S111,108,90.4%,98.0%,10.07,B- (2.95)
,"Hoeger, Carl                       ",SP11,227,93.3%,87.4%,7.55,B- (2.98)
,"Hoeger, Carl                       ",SU10,121,90.9%,86.4%,8.22,N/A
,"Hoeger, Carl                       ",SU09,71,88.9%,96.2%,8.43,N/A
,"Hoeger, Carl                       ",SU08,96,89.5%,98.2%,8.74,N/A
,"Brydges, Stacey                    ",SP12,305,89.7%,96.6%,7.04,B (3.03)
,"Brydges, Stacey                    ",SP11,369,92.1%,86.2%,6.96,B (3.07)
,"Brydges, Stacey                    ",SP10,226,90.9%,81.6%,6.62,B- (2.99)
,"Brydges, Stacey                    ",SP10,102,91.4%,82.9%,5.99,B- (2.99)
,"Brydges, Stacey                    ",SP09,145,91.5%,85.1%,6.31,B- (2.86)
,"Ghosh, Gourisankar                 ",SP12,60,71.4%,53.6%,5.71,C+ (2.58)
,"Ghosh, Gourisankar                 ",SP11,144,82.9%,37.1%,4.84,C+ (2.55)
,"Bertram, Timothy                   ",SP12,254,87.9%,83.8%,6.82,C+ (2.58)
,"Ghosh, Partho                      ",WI12,266,88.5%,75.4%,6.58,C+ (2.45)
,"Ghosh, Partho                      ",WI11,239,86.2%,81.3%,6.33,C+ (2.47)
,"Ghosh, Partho                      ",WI10,264,87.5%,84.3%,5.38,B- (2.81)
,"Ghosh, Partho                      ",SP09,291,83.8%,76.8%,5.16,C+ (2.49)
,"Rheingold, Arnold L                ",FA10,191,78.6%,44.6%,6.52,C+ (2.48)
,"Pomeroy, Robert S.                 ",FA10,143,86.9%,72.1%,7.17,C+ (2.68)
,"Kubiak, Clifford Paul              ",SP10,351,89.6%,75.8%,6.71,B- (2.85)
,"Kubiak, Clifford Paul              ",SP09,196,94.6%,96.2%,4.96,B- (2.87)
,"Trogler, William C                 ",FA09,173,84.5%,67.8%,5.17,C+ (2.62)
,"Trogler, William C                 ",FA08,120,80.0%,85.0%,4.55,B- (2.82)
,"Trogler, William C            ",SP08,285,75.0%,63.2%,6.45,C+ (2.67)
,"Dipasquale, Antonio           ",SP08,351,76.6%,72.5%,4.68,B- (2.80)
,"Dipasquale, Antonio           ",WI08,276,83.4%,76.7%,4.46,C+ (2.65)
,"Hoeger, Carl                  ",SP08,329,85.7%,95.1%,5.84,B (3.01)
,"Hoeger, Carl                  ",SU07,89,90.4%,94.2%,9.09,N/A
,"Johnson, Christina A          ",FA07,281,91.4%,96.9%,5.56,B (3.00)
,"Johnson, Christina A          ",SU07,155,92.5%,97.8%,7.57,N/A
,"Winn, Darby Lee               ",FA07,197,89.0%,57.3%,5.77,B- (2.71)
CHEM 140CH,"Tor, Yitzhak",SP17,63,93.8%,90.6%,6.38,A- (3.71)
,"Tor, Yitzhak",SP16,70,94.3%,97.1%,6.96,B+ (3.67)
,"Tor, Yitzhak",SP15,48,91.3%,95.7%,7.68,A- (3.72)
,"Tor, Yitzhak",SP14,62,92.3%,100.0%,7.88,B+ (3.65)
,"Tor, Yitzhak",SP13,28,94.1%,94.1%,9.44,B+ (3.65)
,"Weizman, Haim                      ",SP12,59,91.2%,97.1%,6.56,A- (3.80)
,"Tor, Yitzhak                       ",SP11,52,100.0%,100.0%,7.11,B+ (3.38)
,"Tor, Yitzhak                       ",SP10,55,100.0%,100.0%,6.20,B+ (3.48)
,"Tor, Yitzhak                       ",SP09,52,100.0%,100.0%,6.01,B+ (3.66)
,"Tor, Yitzhak                  ",SP08,34,96.7%,100.0%,6.63,A- (3.79)
CHEM 174,"Dickson, Andrew Gilmore",SP21,37,87.5%,93.8%,6.38,B (3.05)
,"Dickson, Andrew Gilmore",SP20,36,57.1%,71.4%,7.50,B (3.27)
,"Dickson, Andrew Gilmore",SP19,26,63.6%,63.6%,6.86,B (3.23)
,"Dickson, Andrew Gilmore",SP18,22,50.0%,50.0%,3.00,B- (2.87)
,"Dickson, Andrew Gilmore",SP17,28,71.4%,71.4%,5.64,B- (2.94)
,"Dickson, Andrew Gilmore",SP16,34,77.8%,88.9%,4.72,B- (2.85)
,"Dickson, Andrew Gilmore",SP14,32,100.0%,85.7%,5.64,B- (2.87)
,"Dickson, Andrew Gilmore",SP13,39,64.3%,71.4%,5.58,B- (2.73)
,"Dickson, Andrew Gilmore            ",SP12,15,100.0%,80.0%,2.50,N/A
,"Dickson, Andrew Gilmore            ",SP12,35,66.7%,72.7%,5.00,B- (2.88)
,"Dickson, Andrew Gilmore            ",SP11,48,87.5%,75.0%,3.43,B- (2.88)
,"Dickson, Andrew Gilmore            ",SP10,51,75.0%,79.2%,4.08,B (3.06)
,"Dickson, Andrew Gilmore            ",SP09,38,72.0%,84.0%,3.75,B- (2.87)
,"Dickson, Andrew Gilmore       ",FA07,19,81.8%,100.0%,3.41,N/A
CHEM 173,"Mayer, Kathryn Jeanette",SP21,90,100.0%,100.0%,4.28,A- (3.83)
,"Prather, Kimberly A",SP20,92,100.0%,96.7%,4.89,A- (3.77)
,"Prather, Kimberly A",SP19,64,91.3%,82.6%,6.07,B (3.15)
,"Prather, Kimberly A",SP17,35,86.7%,86.7%,5.07,B+ (3.31)
,"Prather, Kimberly A",SP15,9,100.0%,100.0%,6.50,N/A
,"Prather, Kimberly A",SP14,11,80.0%,40.0%,5.30,N/A
,"Kristensen, Louise J",SP18,53,70.6%,68.8%,4.38,B (3.15)
,"Evan, Amato Tomas",SP17,35,86.7%,80.0%,4.93,B+ (3.31)
,"Evan, Amato Tomas",SP15,9,100.0%,100.0%,6.50,N/A
,"Ramanathan, Veerabhadran",SP17,35,86.7%,80.0%,4.93,B+ (3.31)
,"Ramanathan, Veerabhadran",SP15,9,100.0%,100.0%,6.50,N/A
,"Molina, Mario",SP15,9,100.0%,100.0%,6.50,N/A
,"Axson, Jessica Lynne",SP13,15,100.0%,100.0%,3.50,N/A
,"Prather, Kimberly A                ",SP12,7,100.0%,66.7%,3.17,N/A
,"Prather, Kimberly A                ",SP10,9,100.0%,100.0%,5.17,N/A
,"Prather, Kimberly A                ",SP09,48,85.0%,97.5%,4.55,C+ (2.38)
,"Bertram, Timothy                   ",SP11,9,50.0%,100.0%,3.50,N/A
,"Molina, Mario                 ",SP10,9,100.0%,100.0%,5.17,N/A
,"Russell, Lynn M.              ",SP08,68,92.6%,92.6%,3.91,B+ (3.47)
CHEM 172,"Thiemens, Mark H",WI21,55,78.6%,92.9%,5.21,B (3.01)
,"Thiemens, Mark H",WI20,63,91.3%,87.0%,5.41,B- (2.94)
,"Thiemens, Mark H",WI19,46,84.2%,84.2%,6.39,B (3.27)
,"Pomeroy, Robert S.",WI18,63,92.0%,95.8%,5.62,B- (2.80)
,"Pomeroy, Robert S.",FA16,69,100.0%,100.0%,5.62,B- (2.78)
,"Pomeroy, Robert S.",WI16,39,94.1%,100.0%,6.26,B- (2.95)
,"Pomeroy, Robert S.",WI15,32,81.8%,90.9%,8.68,B- (2.93)
,"Pomeroy, Robert S.",WI14,41,91.7%,100.0%,6.17,C+ (2.68)
,"Pomeroy, Robert S.",WI13,57,100.0%,100.0%,5.83,B- (2.74)
,"Pomeroy, Robert S.",WI09,34,92.3%,92.3%,5.96,B (3.01)
,"Pomeroy, Robert S.                 ",WI12,32,100.0%,100.0%,5.90,B (3.09)
,"Pomeroy, Robert S.                 ",WI11,25,100.0%,100.0%,4.83,B+ (3.47)
,"Pomeroy, Robert S.                 ",WI10,28,95.2%,100.0%,5.45,B (3.09)
,"Pomeroy, Robert S.            ",WI08,41,88.0%,88.0%,4.74,B- (2.88)
CHEM 171,"Slade, Jonathan",FA21,131,93.7%,93.7%,4.47,B+ (3.32)
,"Slade, Jonathan",FA20,121,93.3%,95.0%,5.47,B (3.23)
,"Slade, Jonathan",FA19,113,81.0%,76.8%,3.33,B (3.27)
,"Grassian, Vicki Helene",FA18,77,89.7%,89.7%,4.43,B- (2.98)
,"Grassian, Vicki Helene",FA17,80,89.5%,94.7%,4.66,B- (2.96)
,"Grassian, Vicki Helene",WI17,81,90.6%,87.5%,5.13,B- (2.95)
,"Sullivan, Michael N",FA18,80,89.3%,82.1%,4.50,B- (2.98)
,"Ray, Amelia W",FA17,80,89.2%,97.3%,4.66,B- (2.96)
,"Estillore, Armando D",WI17,82,90.9%,90.9%,5.05,B- (2.95)
,"Pomeroy, Robert S.",FA15,110,86.7%,88.9%,5.80,B- (2.72)
,"Collins, Douglas Bradford",FA14,64,96.2%,88.5%,7.14,C+ (2.69)
,"Bertram, Timothy",FA13,73,78.1%,81.3%,6.13,B (3.04)
,"Bertram, Timothy",FA12,93,90.5%,88.1%,5.36,B- (2.93)
,"Bertram, Timothy                   ",FA11,72,94.1%,85.3%,6.79,B (3.02)
,"Bertram, Timothy                   ",FA10,56,88.6%,91.4%,5.59,B (3.14)
,"Russell, Lynn M.                   ",SU10,33,88.9%,100.0%,5.61,N/A
,"Pomeroy, Robert S.                 ",FA09,75,96.5%,94.8%,4.84,B (3.20)
,"Prather, Kimberly A                ",FA08,60,97.7%,95.5%,4.94,C+ (2.51)
,"Prather, Kimberly A           ",FA07,67,100.0%,100.0%,4.14,C (2.28)
CHEM 120A,"Rinehart, Jeffrey Dennis",FA21,215,94.6%,94.6%,6.33,B- (2.95)
,"Rinehart, Jeffrey Dennis",FA20,339,83.0%,88.8%,7.29,B (3.20)
,"Rinehart, Jeffrey Dennis",FA19,299,87.6%,97.7%,7.28,B- (2.93)
,"Rinehart, Jeffrey Dennis",FA17,250,85.6%,95.8%,6.11,B (3.19)
,"Rinehart, Jeffrey Dennis",FA16,161,94.1%,97.6%,7.31,B- (2.74)
,"Rinehart, Jeffrey Dennis",FA15,116,90.6%,92.5%,5.13,B- (2.91)
,"Rinehart, Jeffrey Dennis",SP15,103,87.5%,95.8%,7.00,B- (2.88)
,"Figueroa, Joshua",WI21,68,95.6%,95.5%,6.54,B- (2.78)
,"Figueroa, Joshua",WI19,206,92.1%,95.0%,7.00,B- (2.83)
,"Figueroa, Joshua",WI17,97,86.5%,94.6%,7.61,C+ (2.61)
,"Figueroa, Joshua",WI16,80,87.5%,82.5%,8.24,B- (2.78)
,"Figueroa, Joshua",WI15,123,86.7%,93.3%,6.31,B- (2.71)
,"Figueroa, Joshua",FA13,167,81.0%,83.3%,7.51,C+ (2.55)
,"Figueroa, Joshua",FA12,182,70.9%,84.8%,7.77,B- (2.72)
,"Schurmeier, Kimberly",S220,104,89.5%,90.8%,7.32,B- (2.83)
,"Tezcan, Faik",SP14,111,70.3%,78.4%,6.68,C (2.26)
,"Tezcan, Faik",SP13,179,91.5%,83.1%,6.65,C+ (2.61)
,"Cohen, Seth M                      ",SP12,196,77.7%,61.7%,7.12,C+ (2.50)
,"Cohen, Seth M                      ",SP11,151,94.4%,82.9%,5.49,C+ (2.51)
,"Figueroa, Joshua                   ",FA11,176,89.8%,83.7%,8.91,B- (2.87)
,"Figueroa, Joshua                   ",FA10,148,80.5%,76.6%,6.81,B (3.02)
,"Figueroa, Joshua                   ",SP10,102,74.5%,78.2%,6.57,C+ (2.60)
,"Rheingold, Arnold L           ",SP10,102,72.3%,63.8%,5.97,C+ (2.60)
,"Hendrickson, David N               ",FA09,193,94.8%,96.1%,4.12,B+ (3.32)
,"Hendrickson, David N               ",FA08,228,83.0%,92.0%,4.32,B (3.16)
,"Hendrickson, David N          ",FA07,183,91.3%,88.6%,5.24,B (3.24)
CHEM 120B,"Sailor, Michael Joseph",WI21,117,91.7%,97.2%,7.15,B+ (3.39)
,"Sailor, Michael Joseph",SP20,94,87.5%,100.0%,7.06,B+ (3.45)
,"Sailor, Michael Joseph",SP19,75,93.5%,96.8%,6.18,B (3.17)
,"Sailor, Michael Joseph",WI18,122,94.0%,98.0%,5.58,B (3.21)
,"Sailor, Michael Joseph",WI17,79,97.6%,97.6%,6.45,B (3.09)
,"Sailor, Michael Joseph",WI16,43,100.0%,100.0%,4.71,B+ (3.54)
,"Sailor, Michael Joseph",SP15,48,86.4%,90.9%,5.26,B (3.17)
,"Sailor, Michael Joseph",WI14,67,88.6%,91.4%,5.95,B (3.18)
,"Rheingold, Arnold L",WI13,79,75.7%,64.9%,6.72,B- (2.78)
,"Rheingold, Arnold L                ",WI12,68,81.1%,81.1%,7.69,C+ (2.55)
,"Hendrickson, David N               ",WI11,76,89.5%,82.1%,3.78,B+ (3.34)
,"Hendrickson, David N               ",WI10,67,83.3%,80.0%,3.92,B+ (3.32)
,"Hendrickson, David N",WI09,79,85.0%,90.0%,3.40,B+ (3.32)
,"Rheingold, Arnold L           ",WI08,48,77.1%,84.4%,5.70,B (3.28)
